ibge7,ibge6,municipio,uf,regiao,ano_populacao,populacao,ubs,hospitais,centros_cirurgicos,centros_obstetricos,ubs_por_10k,hospitais_por_100k,centros_cirurgicos_por_100k,centros_obstetricos_por_100k,indice_lacuna,prioridade_exploratoria
1200013,120001,Acrelândia,AC,Norte,2025,14712,6,1,0,1,4.08,6.8,0.0,6.8,39.9,Moderada
1200054,120005,Assis Brasil,AC,Norte,2025,8648,4,1,0,1,4.63,11.56,0.0,11.56,28.55,Moderada
1200104,120010,Brasiléia,AC,Norte,2025,28028,10,1,1,1,3.57,3.57,3.57,3.57,51.97,Alta
1200138,120013,Bujari,AC,Norte,2025,13928,6,0,0,0,4.31,0.0,0.0,0.0,64.26,Alta
1200179,120017,Capixaba,AC,Norte,2025,10981,6,0,0,0,5.46,0.0,0.0,0.0,50.97,Alta
1200203,120020,Cruzeiro do Sul,AC,Norte,2025,98916,30,5,3,3,3.03,5.05,3.03,3.03,55.73,Alta
1200252,120025,Epitaciolândia,AC,Norte,2025,19874,8,0,0,0,4.03,0.0,0.0,0.0,67.79,Alta
1200302,120030,Feijó,AC,Norte,2025,37764,8,1,1,1,2.12,2.65,2.65,2.65,70.12,Alta
1200328,120032,Jordão,AC,Norte,2025,9884,5,1,0,1,5.06,10.12,0.0,10.12,23.86,Baixa
1200344,120034,Manoel Urbano,AC,Norte,2025,12923,4,1,0,1,3.1,7.74,0.0,7.74,50.83,Alta
1200351,120035,Marechal Thaumaturgo,AC,Norte,2025,18057,5,1,0,1,2.77,5.54,0.0,5.54,57.58,Alta
1200336,120033,Mâncio Lima,AC,Norte,2025,20479,10,1,1,1,4.88,4.88,4.88,4.88,32.76,Moderada
1200385,120038,Plácido de Castro,AC,Norte,2025,17107,8,2,1,2,4.68,11.69,5.85,11.69,27.93,Moderada
1200807,120080,Porto Acre,AC,Norte,2025,17523,5,0,0,0,2.85,0.0,0.0,0.0,81.94,Muito alta
1200393,120039,Porto Walter,AC,Norte,2025,11333,4,1,0,1,3.53,8.82,0.0,8.82,44.46,Moderada
1200401,120040,Rio Branco,AC,Norte,2025,389001,106,14,8,4,2.72,3.6,2.06,1.03,61.96,Alta
1200427,120042,Rodrigues Alves,AC,Norte,2025,15560,9,1,0,1,5.78,6.43,0.0,6.43,20.98,Baixa
1200435,120043,Santa Rosa do Purus,AC,Norte,2025,7217,2,1,0,1,2.77,13.86,0.0,13.86,50.5,Alta
1200500,120050,Sena Madureira,AC,Norte,2025,44049,17,1,1,1,3.86,2.27,2.27,2.27,50.53,Alta
1200450,120045,Senador Guiomard,AC,Norte,2025,22402,11,1,1,1,4.91,4.46,4.46,4.46,33.17,Moderada
1200609,120060,Tarauacá,AC,Norte,2025,46816,11,1,1,1,2.35,2.14,2.14,2.14,68.78,Alta
1200708,120070,Xapuri,AC,Norte,2025,19170,8,1,0,1,4.17,5.22,0.0,5.22,41.22,Moderada
2700201,270020,Anadia,AL,Nordeste,2025,14167,7,1,1,1,4.94,7.06,7.06,7.06,28.31,Moderada
2700300,270030,Arapiraca,AL,Nordeste,2025,243906,46,9,7,5,1.89,3.69,2.87,2.05,69.8,Alta
2700409,270040,Atalaia,AL,Nordeste,2025,38480,19,1,1,1,4.94,2.6,2.6,2.6,36.54,Moderada
2700508,270050,Barra de Santo Antônio,AL,Nordeste,2025,16756,6,0,0,0,3.58,0.0,0.0,0.0,73.36,Alta
2700607,270060,Barra de São Miguel,AL,Nordeste,2025,8123,4,0,0,0,4.92,0.0,0.0,0.0,56.4,Alta
2700706,270070,Batalha,AL,Nordeste,2025,17103,9,1,1,1,5.26,5.85,5.85,5.85,26.6,Moderada
2700904,270090,Belo Monte,AL,Nordeste,2025,5895,3,0,0,0,5.09,0.0,0.0,0.0,54.56,Alta
2700805,270080,Belém,AL,Nordeste,2025,4819,4,0,0,0,8.3,0.0,0.0,0.0,38.53,Moderada
2701001,270100,Boca da Mata,AL,Nordeste,2025,21479,11,1,0,1,5.12,4.66,0.0,4.66,30.47,Moderada
2701100,270110,Branquinha,AL,Nordeste,2025,9779,5,0,0,0,5.11,0.0,0.0,0.0,54.4,Alta
2701209,270120,Cacimbinhas,AL,Nordeste,2025,10705,5,1,0,0,4.67,9.34,0.0,0.0,29.39,Moderada
2701308,270130,Cajueiro,AL,Nordeste,2025,16572,8,1,0,1,4.83,6.03,0.0,6.03,31.18,Moderada
2701357,270135,Campestre,AL,Nordeste,2025,6808,3,0,0,0,4.41,0.0,0.0,0.0,62.9,Alta
2701407,270140,Campo Alegre,AL,Nordeste,2025,32558,17,1,1,1,5.22,3.07,3.07,3.07,32.64,Moderada
2701506,270150,Campo Grande,AL,Nordeste,2025,8285,8,0,0,0,9.66,0.0,0.0,0.0,36.8,Moderada
2701605,270160,Canapi,AL,Nordeste,2025,15730,9,0,0,0,5.72,0.0,0.0,0.0,48.38,Moderada
2701704,270170,Capela,AL,Nordeste,2025,15051,8,1,1,1,5.32,6.64,6.64,6.64,25.28,Moderada
2701803,270180,Carneiros,AL,Nordeste,2025,9206,7,0,0,0,7.6,0.0,0.0,0.0,39.58,Moderada
2701902,270190,Chã Preta,AL,Nordeste,2025,6000,5,0,0,0,8.33,0.0,0.0,0.0,38.41,Moderada
2702009,270200,Coité do Nóia,AL,Nordeste,2025,11036,6,0,0,0,5.44,0.0,0.0,0.0,51.22,Alta
2702108,270210,Colônia Leopoldina,AL,Nordeste,2025,15915,8,1,1,1,5.03,6.28,6.28,6.28,28.52,Moderada
2702207,270220,Coqueiro Seco,AL,Nordeste,2025,5701,5,0,0,0,8.77,0.0,0.0,0.0,37.75,Moderada
2702306,270230,Coruripe,AL,Nordeste,2025,51784,20,3,2,1,3.86,5.79,3.86,1.93,43.49,Moderada
2702355,270235,Craíbas,AL,Nordeste,2025,26144,10,1,0,1,3.82,3.82,0.0,3.82,47.93,Moderada
2702405,270240,Delmiro Gouveia,AL,Nordeste,2025,52845,16,1,1,1,3.03,1.89,1.89,1.89,61.76,Alta
2702504,270250,Dois Riachos,AL,Nordeste,2025,9898,6,0,0,0,6.06,0.0,0.0,0.0,45.91,Moderada
2702553,270255,Estrela de Alagoas,AL,Nordeste,2025,15688,7,0,0,0,4.46,0.0,0.0,0.0,62.12,Alta
2702603,270260,Feira Grande,AL,Nordeste,2025,23204,9,0,0,0,3.88,0.0,0.0,0.0,69.39,Alta
2702702,270270,Feliz Deserto,AL,Nordeste,2025,4035,2,0,0,0,4.96,0.0,0.0,0.0,55.97,Alta
2702801,270280,Flexeiras,AL,Nordeste,2025,9745,5,1,0,1,5.13,10.26,0.0,10.26,23.14,Baixa
2702900,270290,Girau do Ponciano,AL,Nordeste,2025,37337,16,1,1,1,4.29,2.68,2.68,2.68,44.82,Moderada
2703007,270300,Ibateguara,AL,Nordeste,2025,13982,6,1,0,1,4.29,7.15,0.0,7.15,36.45,Moderada
2703106,270310,Igaci,AL,Nordeste,2025,24445,13,1,0,0,5.32,4.09,0.0,0.0,29.52,Moderada
2703205,270320,Igreja Nova,AL,Nordeste,2025,22113,10,0,0,0,4.52,0.0,0.0,0.0,61.44,Alta
2703304,270330,Inhapi,AL,Nordeste,2025,15396,6,0,0,0,3.9,0.0,0.0,0.0,69.2,Alta
2703403,270340,Jacaré dos Homens,AL,Nordeste,2025,5180,3,0,0,0,5.79,0.0,0.0,0.0,47.77,Moderada
2703502,270350,Jacuípe,AL,Nordeste,2025,5419,3,0,0,0,5.54,0.0,0.0,0.0,50.14,Alta
2703601,270360,Japaratinga,AL,Nordeste,2025,9457,4,0,0,0,4.23,0.0,0.0,0.0,65.35,Alta
2703700,270370,Jaramataia,AL,Nordeste,2025,5069,3,0,0,0,5.92,0.0,0.0,0.0,46.86,Moderada
2703759,270375,Jequiá da Praia,AL,Nordeste,2025,9607,8,0,0,0,8.33,0.0,0.0,0.0,38.46,Moderada
2703809,270380,Joaquim Gomes,AL,Nordeste,2025,17342,1,1,1,1,0.58,5.77,5.77,5.77,72.31,Alta
2703908,270390,Jundiá,AL,Nordeste,2025,4175,3,0,0,0,7.19,0.0,0.0,0.0,40.58,Moderada
2704005,270400,Junqueiro,AL,Nordeste,2025,24382,11,1,1,1,4.51,4.1,4.1,4.1,38.78,Moderada
2704104,270410,Lagoa da Canoa,AL,Nordeste,2025,18836,5,1,0,1,2.65,5.31,0.0,5.31,59.42,Alta
2704203,270420,Limoeiro de Anadia,AL,Nordeste,2025,25184,16,1,1,1,6.35,3.97,3.97,3.97,21.65,Baixa
2704302,270430,Maceió,AL,Nordeste,2025,994952,95,41,33,11,0.95,4.12,3.32,1.11,74.17,Alta
2704401,270440,Major Isidoro,AL,Nordeste,2025,17828,7,1,1,1,3.93,5.61,5.61,5.61,43.27,Moderada
2704906,270490,Mar Vermelho,AL,Nordeste,2025,3208,2,0,0,0,6.23,0.0,0.0,0.0,44.83,Moderada
2704500,270450,Maragogi,AL,Nordeste,2025,33269,10,0,0,0,3.01,0.0,0.0,0.0,80.5,Muito alta
2704609,270460,Maravilha,AL,Nordeste,2025,9709,4,0,0,0,4.12,0.0,0.0,0.0,66.71,Alta
2704708,270470,Marechal Deodoro,AL,Nordeste,2025,62477,20,0,0,0,3.2,0.0,0.0,0.0,78.16,Muito alta
2704807,270480,Maribondo,AL,Nordeste,2025,13970,6,1,1,0,4.29,7.16,7.16,0.0,36.38,Moderada
2705002,270500,Mata Grande,AL,Nordeste,2025,22126,6,1,0,1,2.71,4.52,0.0,4.52,60.23,Alta
2705101,270510,Matriz de Camaragibe,AL,Nordeste,2025,24331,10,1,1,1,4.11,4.11,4.11,4.11,43.96,Moderada
2705200,270520,Messias,AL,Nordeste,2025,15706,6,0,0,0,3.82,0.0,0.0,0.0,70.12,Alta
2705309,270530,Minador do Negrão,AL,Nordeste,2025,4935,3,0,0,0,6.08,0.0,0.0,0.0,45.76,Moderada
2705408,270540,Monteirópolis,AL,Nordeste,2025,7344,4,0,0,0,5.45,0.0,0.0,0.0,51.14,Alta
2705507,270550,Murici,AL,Nordeste,2025,25926,11,1,1,1,4.24,3.86,3.86,3.86,43.08,Moderada
2705606,270560,Novo Lino,AL,Nordeste,2025,10285,6,0,0,0,5.83,0.0,0.0,0.0,47.51,Moderada
2705903,270590,Olho d'Água Grande,AL,Nordeste,2025,4381,3,0,0,0,6.85,0.0,0.0,0.0,41.69,Moderada
2705705,270570,Olho d'Água das Flores,AL,Nordeste,2025,21135,9,0,0,0,4.26,0.0,0.0,0.0,64.99,Alta
2705804,270580,Olho d'Água do Casado,AL,Nordeste,2025,8522,2,0,0,0,2.35,0.0,0.0,0.0,87.73,Muito alta
2706000,270600,Olivença,AL,Nordeste,2025,11047,5,0,0,0,4.53,0.0,0.0,0.0,61.42,Alta
2706109,270610,Ouro Branco,AL,Nordeste,2025,11706,5,0,0,0,4.27,0.0,0.0,0.0,64.82,Alta
2706208,270620,Palestina,AL,Nordeste,2025,4408,3,0,0,0,6.81,0.0,0.0,0.0,41.84,Moderada
2706307,270630,Palmeira dos Índios,AL,Nordeste,2025,73621,25,2,2,1,3.4,2.72,2.72,1.36,55.97,Alta
2706422,270642,Pariconha,AL,Nordeste,2025,10807,6,0,0,0,5.55,0.0,0.0,0.0,49.95,Moderada
2706448,270644,Paripueira,AL,Nordeste,2025,14199,4,1,0,0,2.82,7.04,0.0,0.0,54.57,Alta
2706505,270650,Passo de Camaragibe,AL,Nordeste,2025,14070,7,0,0,0,4.98,0.0,0.0,0.0,55.81,Alta
2706604,270660,Paulo Jacinto,AL,Nordeste,2025,6691,4,1,0,1,5.98,14.95,0.0,14.95,13.7,Baixa
2706703,270670,Penedo,AL,Nordeste,2025,60185,22,2,2,1,3.66,3.32,3.32,1.66,51.36,Alta
2706802,270680,Piaçabuçu,AL,Nordeste,2025,16192,7,0,0,0,4.32,0.0,0.0,0.0,64.07,Alta
2706901,270690,Pilar,AL,Nordeste,2025,36525,13,2,1,1,3.56,5.48,2.74,2.74,48.36,Moderada
2707008,270700,Pindoba,AL,Nordeste,2025,2786,1,0,0,0,3.59,0.0,0.0,0.0,73.2,Alta
2707107,270710,Piranhas,AL,Nordeste,2025,23053,6,1,1,1,2.6,4.34,4.34,4.34,61.8,Alta
2707305,270730,Porto Calvo,AL,Nordeste,2025,24509,11,2,2,2,4.49,8.16,8.16,8.16,32.86,Moderada
2707503,270750,Porto Real do Colégio,AL,Nordeste,2025,20273,10,0,0,0,4.93,0.0,0.0,0.0,56.29,Alta
2707404,270740,Porto de Pedras,AL,Nordeste,2025,9517,4,0,0,0,4.2,0.0,0.0,0.0,65.59,Alta
2707206,270720,Poço das Trincheiras,AL,Nordeste,2025,12965,7,0,0,0,5.4,0.0,0.0,0.0,51.48,Alta
2706406,270640,Pão de Açúcar,AL,Nordeste,2025,24291,9,1,1,1,3.71,4.12,4.12,4.12,48.84,Moderada
2707602,270760,Quebrangulo,AL,Nordeste,2025,11303,7,1,1,1,6.19,8.85,8.85,8.85,15.37,Baixa
2707701,270770,Rio Largo,AL,Nordeste,2025,97658,26,1,1,1,2.66,1.02,1.02,1.02,66.88,Alta
2707800,270780,Roteiro,AL,Nordeste,2025,6606,3,0,0,0,4.54,0.0,0.0,0.0,61.27,Alta
2707909,270790,Santa Luzia do Norte,AL,Nordeste,2025,7066,5,0,0,0,7.08,0.0,0.0,0.0,40.82,Moderada
2708006,270800,Santana do Ipanema,AL,Nordeste,2025,47418,20,1,1,1,4.22,2.11,2.11,2.11,46.6,Moderada
2708105,270810,Santana do Mundaú,AL,Nordeste,2025,11572,5,0,0,0,4.32,0.0,0.0,0.0,64.09,Alta
2708907,270890,Satuba,AL,Nordeste,2025,25105,7,0,0,0,2.79,0.0,0.0,0.0,82.83,Muito alta
2708956,270895,Senador Rui Palmeira,AL,Nordeste,2025,12545,6,0,0,0,4.78,0.0,0.0,0.0,58.18,Alta
2708204,270820,São Brás,AL,Nordeste,2025,6557,3,1,1,0,4.58,15.25,15.25,0.0,27.96,Moderada
2708303,270830,São José da Laje,AL,Nordeste,2025,21180,11,1,1,1,5.19,4.72,4.72,4.72,29.61,Moderada
2708402,270840,São José da Tapera,AL,Nordeste,2025,31569,14,1,1,1,4.43,3.17,3.17,3.17,41.75,Moderada
2708501,270850,São Luís do Quitunde,AL,Nordeste,2025,31785,14,1,0,1,4.4,3.15,0.0,3.15,42.17,Moderada
2708600,270860,São Miguel dos Campos,AL,Nordeste,2025,53380,17,1,1,1,3.18,1.87,1.87,1.87,59.93,Alta
2708709,270870,São Miguel dos Milagres,AL,Nordeste,2025,8700,4,0,0,0,4.6,0.0,0.0,0.0,60.48,Alta
2708808,270880,São Sebastião,AL,Nordeste,2025,32707,18,1,0,1,5.5,3.06,0.0,3.06,30.0,Moderada
2709004,270900,Tanque d'Arca,AL,Nordeste,2025,5906,3,0,0,0,5.08,0.0,0.0,0.0,54.65,Alta
2709103,270910,Taquarana,AL,Nordeste,2025,19428,9,1,0,0,4.63,5.15,0.0,0.0,35.4,Moderada
2709152,270915,Teotônio Vilela,AL,Nordeste,2025,39143,23,1,1,1,5.88,2.55,2.55,2.55,27.61,Moderada
2709202,270920,Traipu,AL,Nordeste,2025,24106,10,1,0,1,4.15,4.15,0.0,4.15,43.43,Moderada
2709301,270930,União dos Palmares,AL,Nordeste,2025,60860,22,2,1,2,3.61,3.29,1.64,3.29,51.88,Alta
2709400,270940,Viçosa,AL,Nordeste,2025,24414,13,1,1,1,5.32,4.1,4.1,4.1,29.46,Moderada
2700102,270010,Água Branca,AL,Nordeste,2025,19550,8,1,1,1,4.09,5.12,5.12,5.12,42.38,Moderada
1300029,130002,Alvarães,AM,Norte,2025,16806,4,1,1,1,2.38,5.95,5.95,5.95,61.05,Alta
1300060,130006,Amaturá,AM,Norte,2025,11533,3,1,1,1,2.6,8.67,8.67,8.67,55.6,Alta
1300086,130008,Anamã,AM,Norte,2025,9981,1,1,1,1,1.0,10.02,10.02,10.02,66.03,Alta
1300102,130010,Anori,AM,Norte,2025,18056,5,1,1,1,2.77,5.54,5.54,5.54,57.55,Alta
1300144,130014,Apuí,AM,Norte,2025,21781,2,1,1,1,0.92,4.59,4.59,4.59,73.64,Alta
1300201,130020,Atalaia do Norte,AM,Norte,2025,15889,6,1,1,1,3.78,6.29,6.29,6.29,44.01,Moderada
1300300,130030,Autazes,AM,Norte,2025,45960,13,1,1,1,2.83,2.18,2.18,2.18,63.27,Alta
1300409,130040,Barcelos,AM,Norte,2025,18210,6,1,1,0,3.29,5.49,5.49,0.0,51.67,Alta
1300508,130050,Barreirinha,AM,Norte,2025,33722,12,1,1,1,3.56,2.97,2.97,2.97,53.35,Alta
1300607,130060,Benjamin Constant,AM,Norte,2025,40908,6,1,1,1,1.47,2.44,2.44,2.44,75.18,Muito alta
1300631,130063,Beruri,AM,Norte,2025,22495,0,1,1,1,0.0,4.45,4.45,4.45,76.59,Muito alta
1300680,130068,Boa Vista do Ramos,AM,Norte,2025,26479,3,1,1,1,1.13,3.78,3.78,3.78,74.32,Alta
1300706,130070,Boca do Acre,AM,Norte,2025,38792,5,1,1,1,1.29,2.58,2.58,2.58,75.99,Muito alta
1300805,130080,Borba,AM,Norte,2025,34869,9,1,1,1,2.58,2.87,2.87,2.87,65.08,Alta
1300839,130083,Caapiranga,AM,Norte,2025,14806,4,1,1,1,2.7,6.75,6.75,6.75,56.69,Alta
1300904,130090,Canutama,AM,Norte,2025,18109,3,1,1,1,1.66,5.52,5.52,5.52,67.88,Alta
1301001,130100,Carauari,AM,Norte,2025,31130,6,1,1,1,1.93,3.21,3.21,3.21,70.51,Alta
1301100,130110,Careiro,AM,Norte,2025,32336,14,1,1,1,4.33,3.09,3.09,3.09,43.36,Moderada
1301159,130115,Careiro da Várzea,AM,Norte,2025,20324,0,1,1,1,0.0,4.92,4.92,4.92,75.73,Muito alta
1301209,130120,Coari,AM,Norte,2025,73576,15,1,1,1,2.04,1.36,1.36,1.36,72.81,Alta
1301308,130130,Codajás,AM,Norte,2025,24572,2,1,1,1,0.81,4.07,4.07,4.07,75.01,Muito alta
1301407,130140,Eirunepé,AM,Norte,2025,35793,4,1,1,1,1.12,2.79,2.79,2.79,76.44,Muito alta
1301506,130150,Envira,AM,Norte,2025,17985,4,1,1,1,2.22,5.56,5.56,5.56,63.38,Alta
1301605,130160,Fonte Boa,AM,Norte,2025,28227,4,1,1,1,1.42,3.54,3.54,3.54,73.4,Alta
1301654,130165,Guajará,AM,Norte,2025,14344,5,1,1,1,3.49,6.97,6.97,6.97,47.23,Moderada
1301704,130170,Humaitá,AM,Norte,2025,63454,15,1,1,1,2.36,1.58,1.58,1.58,69.48,Alta
1301803,130180,Ipixuna,AM,Norte,2025,25629,4,1,1,1,1.56,3.9,3.9,3.9,71.72,Alta
1301852,130185,Iranduba,AM,Norte,2025,68862,21,1,1,1,3.05,1.45,1.45,1.45,62.16,Alta
1301902,130190,Itacoatiara,AM,Norte,2025,113917,17,1,1,1,1.49,0.88,0.88,0.88,77.09,Muito alta
1301951,130195,Itamarati,AM,Norte,2025,11956,5,1,1,1,4.18,8.36,8.36,8.36,36.74,Moderada
1302009,130200,Itapiranga,AM,Norte,2025,10955,5,1,1,1,4.56,9.13,9.13,9.13,31.02,Moderada
1302108,130210,Japurá,AM,Norte,2025,9420,4,1,1,1,4.25,10.62,10.62,10.62,34.02,Moderada
1302207,130220,Juruá,AM,Norte,2025,11093,2,1,1,1,1.8,9.01,9.01,9.01,62.39,Alta
1302306,130230,Jutaí,AM,Norte,2025,28202,2,1,1,1,0.71,3.55,3.55,3.55,76.55,Muito alta
1302405,130240,Lábrea,AM,Norte,2025,49469,12,1,1,1,2.43,2.02,2.02,2.02,68.13,Alta
1302504,130250,Manacapuru,AM,Norte,2025,111751,21,1,1,1,1.88,0.89,0.89,0.89,74.27,Alta
1302553,130255,Manaquiri,AM,Norte,2025,16211,3,1,1,1,1.85,6.17,6.17,6.17,65.25,Alta
1302603,130260,Manaus,AM,Norte,2025,2303732,256,62,58,17,1.11,2.69,2.52,0.74,76.65,Muito alta
1302702,130270,Manicoré,AM,Norte,2025,58018,13,2,2,1,2.24,3.45,3.45,1.72,67.43,Alta
1302801,130280,Maraã,AM,Norte,2025,15815,5,1,1,1,3.16,6.32,6.32,6.32,51.96,Alta
1302900,130290,Maués,AM,Norte,2025,66336,8,1,1,1,1.21,1.51,1.51,1.51,77.98,Muito alta
1303007,130300,Nhamundá,AM,Norte,2025,21251,5,1,1,1,2.35,4.71,4.71,4.71,63.7,Alta
1303106,130310,Nova Olinda do Norte,AM,Norte,2025,28123,7,1,1,1,2.49,3.56,3.56,3.56,64.5,Alta
1303205,130320,Novo Airão,AM,Norte,2025,16562,5,1,1,1,3.02,6.04,6.04,6.04,53.92,Alta
1303304,130330,Novo Aripuanã,AM,Norte,2025,25325,8,1,1,1,3.16,3.95,3.95,3.95,56.37,Alta
1303403,130340,Parintins,AM,Norte,2025,101855,19,2,2,2,1.87,1.96,1.96,1.96,73.13,Alta
1303502,130350,Pauini,AM,Norte,2025,20229,4,1,1,1,1.98,4.94,4.94,4.94,66.71,Alta
1303536,130353,Presidente Figueiredo,AM,Norte,2025,33291,23,1,1,1,6.91,3.0,3.0,3.0,21.03,Baixa
1303569,130356,Rio Preto da Eva,AM,Norte,2025,25364,9,1,1,1,3.55,3.94,3.94,3.94,51.55,Alta
1303601,130360,Santa Isabel do Rio Negro,AM,Norte,2025,13947,4,1,1,1,2.87,7.17,7.17,7.17,53.72,Alta
1303700,130370,Santo Antônio do Içá,AM,Norte,2025,30679,6,2,2,1,1.96,6.52,6.52,3.26,64.31,Alta
1304005,130400,Silves,AM,Norte,2025,12619,6,1,1,1,4.75,7.92,7.92,7.92,29.82,Moderada
1303809,130380,São Gabriel da Cachoeira,AM,Norte,2025,57396,5,3,1,2,0.87,5.23,1.74,3.48,72.65,Alta
1303908,130390,São Paulo de Olivença,AM,Norte,2025,35442,6,1,1,1,1.69,2.82,2.82,2.82,73.03,Alta
1303957,130395,São Sebastião do Uatumã,AM,Norte,2025,12338,4,1,1,1,3.24,8.11,8.11,8.11,48.66,Moderada
1304062,130406,Tabatinga,AM,Norte,2025,73348,8,4,4,2,1.09,5.45,5.45,2.73,71.28,Alta
1304104,130410,Tapauá,AM,Norte,2025,20728,6,0,0,0,2.89,0.0,0.0,0.0,81.48,Muito alta
1304203,130420,Tefé,AM,Norte,2025,80137,9,2,2,2,1.12,2.5,2.5,2.5,76.96,Muito alta
1304237,130423,Tonantins,AM,Norte,2025,20257,4,1,1,1,1.97,4.94,4.94,4.94,66.76,Alta
1304260,130426,Uarini,AM,Norte,2025,15640,3,1,1,1,1.92,6.39,6.39,6.39,64.59,Alta
1304302,130430,Urucará,AM,Norte,2025,19617,5,1,1,1,2.55,5.1,5.1,5.1,60.97,Alta
1304401,130440,Urucurituba,AM,Norte,2025,25965,5,2,2,2,1.93,7.7,7.7,7.7,62.77,Alta
1600105,160010,Amapá,AP,Norte,2025,8440,8,1,0,1,9.48,11.85,0.0,11.85,5.16,Baixa
1600204,160020,Calçoene,AP,Norte,2025,11461,6,1,1,1,5.24,8.73,8.73,8.73,23.56,Baixa
1600212,160021,Cutias,AP,Norte,2025,4723,3,0,0,0,6.35,0.0,0.0,0.0,44.05,Moderada
1600238,160023,Ferreira Gomes,AP,Norte,2025,7184,6,1,0,1,8.35,13.92,0.0,13.92,5.85,Baixa
1600253,160025,Itaubal,AP,Norte,2025,6097,7,0,0,0,11.48,0.0,0.0,0.0,35.65,Moderada
1600279,160027,Laranjal do Jari,AP,Norte,2025,37872,10,1,1,1,2.64,2.64,2.64,2.64,64.85,Alta
1600303,160030,Macapá,AP,Norte,2025,489676,40,12,10,5,0.82,2.45,2.04,1.02,78.31,Muito alta
1600402,160040,Mazagão,AP,Norte,2025,23773,10,1,0,1,4.21,4.21,0.0,4.21,42.51,Moderada
1600501,160050,Oiapoque,AP,Norte,2025,30786,7,1,1,1,2.27,3.25,3.25,3.25,67.58,Alta
1600154,160015,Pedra Branca do Amapari,AP,Norte,2025,13888,11,1,0,1,7.92,7.2,0.0,7.2,10.81,Baixa
1600535,160053,Porto Grande,AP,Norte,2025,19048,8,1,1,1,4.2,5.25,5.25,5.25,40.75,Moderada
1600550,160055,Pracuúba,AP,Norte,2025,4048,3,0,0,0,7.41,0.0,0.0,0.0,40.03,Moderada
1600600,160060,Santana,AP,Norte,2025,118803,17,2,2,1,1.43,1.68,1.68,0.84,76.63,Muito alta
1600055,160005,Serra do Navio,AP,Norte,2025,5003,7,1,1,1,13.99,19.99,19.99,19.99,1.34,Baixa
1600709,160070,Tartarugalzinho,AP,Norte,2025,13816,9,1,1,1,6.51,7.24,7.24,7.24,15.08,Baixa
1600808,160080,Vitória do Jari,AP,Norte,2025,11899,6,1,0,1,5.04,8.4,0.0,8.4,25.77,Moderada
2900207,290020,Abaré,BA,Nordeste,2025,18269,8,1,1,1,4.38,5.47,5.47,5.47,37.98,Moderada
2900108,290010,Abaíra,BA,Nordeste,2025,7407,5,1,0,1,6.75,13.5,0.0,13.5,9.73,Baixa
2900306,290030,Acajutiba,BA,Nordeste,2025,14200,7,1,0,0,4.93,7.04,0.0,0.0,28.58,Moderada
2900355,290035,Adustina,BA,Nordeste,2025,14510,7,1,0,1,4.82,6.89,0.0,6.89,30.23,Moderada
2900603,290060,Aiquara,BA,Nordeste,2025,4583,2,0,0,0,4.36,0.0,0.0,0.0,63.47,Alta
2900702,290070,Alagoinhas,BA,Nordeste,2025,161196,40,14,10,3,2.48,8.69,6.2,1.86,56.62,Alta
2900801,290080,Alcobaça,BA,Nordeste,2025,25601,11,1,1,1,4.3,3.91,3.91,3.91,42.19,Moderada
2900900,290090,Almadina,BA,Nordeste,2025,5296,3,0,0,0,5.66,0.0,0.0,0.0,48.91,Moderada
2901007,290100,Amargosa,BA,Nordeste,2025,38585,11,1,1,1,2.85,2.59,2.59,2.59,62.36,Alta
2901106,290110,Amélia Rodrigues,BA,Nordeste,2025,24830,12,1,0,1,4.83,4.03,0.0,4.03,34.86,Moderada
2901155,290115,América Dourada,BA,Nordeste,2025,15572,14,1,1,1,8.99,6.42,6.42,6.42,10.62,Baixa
2901205,290120,Anagé,BA,Nordeste,2025,26745,10,1,1,1,3.74,3.74,3.74,3.74,49.32,Moderada
2901304,290130,Andaraí,BA,Nordeste,2025,13545,5,1,1,1,3.69,7.38,7.38,7.38,43.52,Moderada
2901353,290135,Andorinha,BA,Nordeste,2025,15491,7,1,0,0,4.52,6.46,0.0,0.0,34.61,Moderada
2901403,290140,Angical,BA,Nordeste,2025,14178,5,1,0,1,3.53,7.05,0.0,7.05,46.37,Moderada
2901502,290150,Anguera,BA,Nordeste,2025,11490,7,1,0,1,6.09,8.7,0.0,8.7,16.23,Baixa
2901601,290160,Antas,BA,Nordeste,2025,14984,2,2,2,1,1.33,13.35,13.35,6.67,63.05,Alta
2901700,290170,Antônio Cardoso,BA,Nordeste,2025,11498,5,0,0,0,4.35,0.0,0.0,0.0,63.68,Alta
2901809,290180,Antônio Gonçalves,BA,Nordeste,2025,11248,6,0,0,0,5.33,0.0,0.0,0.0,52.12,Alta
2901908,290190,Aporá,BA,Nordeste,2025,16361,7,1,0,0,4.28,6.11,0.0,0.0,38.25,Moderada
2901957,290195,Apuarema,BA,Nordeste,2025,7101,6,0,0,0,8.45,0.0,0.0,0.0,38.24,Moderada
2902005,290200,Aracatu,BA,Nordeste,2025,14440,7,1,1,1,4.85,6.93,6.93,6.93,29.81,Moderada
2902104,290210,Araci,BA,Nordeste,2025,50308,25,1,1,1,4.97,1.99,1.99,1.99,37.25,Moderada
2902203,290220,Aramari,BA,Nordeste,2025,10106,4,0,0,0,3.96,0.0,0.0,0.0,68.53,Alta
