ibge7,ibge6,municipio,uf,regiao,ano_populacao,populacao,ubs,hospitais,centros_cirurgicos,centros_obstetricos,ubs_por_10k,hospitais_por_100k,centros_cirurgicos_por_100k,centros_obstetricos_por_100k,indice_lacuna,prioridade_exploratoria
2513356,251335,Santa Inês,PB,Nordeste,2025,3256,2,1,0,0,6.14,30.71,0.0,0.0,10.76,Baixa
2513406,251340,Santa Luzia,PB,Nordeste,2025,15418,6,1,1,1,3.89,6.49,6.49,6.49,42.41,Moderada
2513703,251370,Santa Rita,PB,Nordeste,2025,160852,47,3,3,1,2.92,1.87,1.87,0.62,62.81,Alta
2513802,251380,Santa Teresinha,PB,Nordeste,2025,4492,2,0,0,0,4.45,0.0,0.0,0.0,62.28,Alta
2513505,251350,Santana de Mangueira,PB,Nordeste,2025,5090,3,0,0,0,5.89,0.0,0.0,0.0,47.03,Moderada
2513604,251360,Santana dos Garrotes,PB,Nordeste,2025,6618,5,0,0,0,7.56,0.0,0.0,0.0,39.71,Moderada
2513851,251385,Santo André,PB,Nordeste,2025,2708,1,0,0,0,3.69,0.0,0.0,0.0,71.83,Alta
2515302,251530,Sapé,PB,Nordeste,2025,53457,21,1,1,1,3.93,1.87,1.87,1.87,50.44,Alta
2515500,251550,Serra Branca,PB,Nordeste,2025,14131,8,1,1,1,5.66,7.08,7.08,7.08,21.09,Baixa
2515708,251570,Serra Grande,PB,Nordeste,2025,3056,2,0,0,0,6.54,0.0,0.0,0.0,43.1,Moderada
2515807,251580,Serra Redonda,PB,Nordeste,2025,6975,5,0,0,0,7.17,0.0,0.0,0.0,40.61,Moderada
2515609,251560,Serra da Raiz,PB,Nordeste,2025,3156,2,0,0,0,6.34,0.0,0.0,0.0,44.13,Moderada
2515906,251590,Serraria,PB,Nordeste,2025,4754,0,1,0,1,0.0,21.03,0.0,21.03,65.94,Alta
2515930,251593,Sertãozinho,PB,Nordeste,2025,5332,2,0,0,0,3.75,0.0,0.0,0.0,71.05,Alta
2515971,251597,Sobrado,PB,Nordeste,2025,8646,4,0,0,0,4.63,0.0,0.0,0.0,60.15,Alta
2516102,251610,Soledade,PB,Nordeste,2025,14409,8,1,1,1,5.55,6.94,6.94,6.94,22.43,Baixa
2516003,251600,Solânea,PB,Nordeste,2025,27748,12,1,1,1,4.32,3.6,3.6,3.6,42.44,Moderada
2516151,251615,Sossêgo,PB,Nordeste,2025,3476,2,0,0,0,5.75,0.0,0.0,0.0,48.03,Moderada
2516201,251620,Sousa,PB,Nordeste,2025,70066,46,7,6,4,6.57,9.99,8.56,5.71,12.15,Baixa
2516300,251630,Sumé,PB,Nordeste,2025,17852,8,1,1,1,4.48,5.6,5.6,5.6,36.37,Moderada
2513927,251392,São Bentinho,PB,Nordeste,2025,4490,3,0,0,0,6.68,0.0,0.0,0.0,42.48,Moderada
2513901,251390,São Bento,PB,Nordeste,2025,33845,17,1,1,1,5.02,2.95,2.95,2.95,34.94,Moderada
2513968,251396,São Domingos,PB,Nordeste,2025,2624,2,0,0,0,7.62,0.0,0.0,0.0,39.53,Moderada
2513943,251394,São Domingos do Cariri,PB,Nordeste,2025,2688,1,0,0,0,3.72,0.0,0.0,0.0,71.49,Alta
2513984,251398,São Francisco,PB,Nordeste,2025,3176,4,1,0,0,12.59,31.49,0.0,0.0,0.7,Baixa
2514206,251420,São José da Lagoa Tapada,PB,Nordeste,2025,7251,5,1,1,0,6.9,13.79,13.79,0.0,9.03,Baixa
2514305,251430,São José de Caiana,PB,Nordeste,2025,4966,1,1,1,1,2.01,20.14,20.14,20.14,56.87,Alta
2514404,251440,São José de Espinharas,PB,Nordeste,2025,4056,2,0,0,0,4.93,0.0,0.0,0.0,56.31,Alta
2514503,251450,São José de Piranhas,PB,Nordeste,2025,19561,11,1,0,1,5.62,5.11,0.0,5.11,24.7,Baixa
2514552,251455,São José de Princesa,PB,Nordeste,2025,3323,2,0,0,0,6.02,0.0,0.0,0.0,46.22,Moderada
2514602,251460,São José do Bonfim,PB,Nordeste,2025,3337,2,0,0,0,5.99,0.0,0.0,0.0,46.38,Moderada
2514651,251465,São José do Brejo do Cruz,PB,Nordeste,2025,1750,1,0,0,0,5.71,0.0,0.0,0.0,48.46,Moderada
2514701,251470,São José do Sabugi,PB,Nordeste,2025,4283,2,0,0,0,4.67,0.0,0.0,0.0,59.69,Alta
2514800,251480,São José dos Cordeiros,PB,Nordeste,2025,3462,3,0,0,0,8.67,0.0,0.0,0.0,37.84,Moderada
2514453,251445,São José dos Ramos,PB,Nordeste,2025,6137,5,0,0,0,8.15,0.0,0.0,0.0,38.76,Moderada
2514008,251400,São João do Cariri,PB,Nordeste,2025,4345,3,0,0,0,6.9,0.0,0.0,0.0,41.47,Moderada
2500700,250070,São João do Rio do Peixe,PB,Nordeste,2025,18500,11,1,1,1,5.95,5.41,5.41,5.41,21.43,Baixa
2514107,251410,São João do Tigre,PB,Nordeste,2025,4359,4,0,0,0,9.18,0.0,0.0,0.0,37.29,Moderada
2514909,251490,São Mamede,PB,Nordeste,2025,7629,4,1,1,1,5.24,13.11,13.11,13.11,20.67,Baixa
2515005,251500,São Miguel de Taipu,PB,Nordeste,2025,7307,5,0,0,0,6.84,0.0,0.0,0.0,41.74,Moderada
2515104,251510,São Sebastião de Lagoa de Roça,PB,Nordeste,2025,11387,7,0,0,0,6.15,0.0,0.0,0.0,45.41,Moderada
2515203,251520,São Sebastião do Umbuzeiro,PB,Nordeste,2025,3382,2,0,0,0,5.91,0.0,0.0,0.0,46.93,Moderada
2515401,251540,São Vicente do Seridó,PB,Nordeste,2025,10652,5,1,1,1,4.69,9.39,9.39,9.39,29.04,Moderada
2516409,251640,Tacima,PB,Nordeste,2025,7794,4,0,0,0,5.13,0.0,0.0,0.0,54.11,Alta
2516508,251650,Taperoá,PB,Nordeste,2025,14358,9,1,1,1,6.27,6.96,6.96,6.96,16.96,Baixa
2516607,251660,Tavares,PB,Nordeste,2025,14473,8,1,1,1,5.53,6.91,6.91,6.91,22.79,Baixa
2516706,251670,Teixeira,PB,Nordeste,2025,15129,13,1,1,1,8.59,6.61,6.61,6.61,10.95,Baixa
2516755,251675,Tenório,PB,Nordeste,2025,3082,1,0,0,0,3.24,0.0,0.0,0.0,77.59,Muito alta
2516805,251680,Triunfo,PB,Nordeste,2025,10315,3,0,0,0,2.91,0.0,0.0,0.0,81.37,Muito alta
2516904,251690,Uiraúna,PB,Nordeste,2025,15431,17,2,2,1,11.02,12.96,12.96,6.48,3.68,Baixa
2517001,251700,Umbuzeiro,PB,Nordeste,2025,9274,6,1,1,0,6.47,10.78,10.78,0.0,12.1,Baixa
2517209,251720,Vieirópolis,PB,Nordeste,2025,4967,3,0,0,0,6.04,0.0,0.0,0.0,46.07,Moderada
2505501,250550,Vista Serrana,PB,Nordeste,2025,3772,3,0,0,0,7.95,0.0,0.0,0.0,38.88,Moderada
2517100,251710,Várzea,PB,Nordeste,2025,2777,1,0,0,0,3.6,0.0,0.0,0.0,73.08,Alta
2517407,251740,Zabelê,PB,Nordeste,2025,2323,2,0,0,0,8.61,0.0,0.0,0.0,37.92,Moderada
2500106,250010,Água Branca,PB,Nordeste,2025,9580,5,1,0,1,5.22,10.44,0.0,10.44,22.16,Baixa
2600054,260005,Abreu e Lima,PE,Nordeste,2025,104248,36,5,3,2,3.45,4.8,2.88,1.92,51.16,Alta
2600104,260010,Afogados da Ingazeira,PE,Nordeste,2025,42672,21,4,4,4,4.92,9.37,9.37,9.37,26.12,Moderada
2600203,260020,Afrânio,PE,Nordeste,2025,19409,12,1,1,1,6.18,5.15,5.15,5.15,20.49,Baixa
2600302,260030,Agrestina,PE,Nordeste,2025,24680,4,2,1,1,1.62,8.1,4.05,4.05,64.56,Alta
2600609,260060,Alagoinha,PE,Nordeste,2025,14460,8,1,1,1,5.53,6.92,6.92,6.92,22.74,Baixa
2600708,260070,Aliança,PE,Nordeste,2025,37349,23,1,1,1,6.16,2.68,2.68,2.68,25.51,Moderada
2600807,260080,Altinho,PE,Nordeste,2025,21134,12,1,1,1,5.68,4.73,4.73,4.73,24.85,Baixa
2600906,260090,Amaraji,PE,Nordeste,2025,18335,9,1,1,1,4.91,5.45,5.45,5.45,31.35,Moderada
2601003,260100,Angelim,PE,Nordeste,2025,10591,9,1,0,1,8.5,9.44,0.0,9.44,7.66,Baixa
2601102,260110,Araripina,PE,Nordeste,2025,90504,45,1,1,1,4.97,1.1,1.1,1.1,38.37,Moderada
2601052,260105,Araçoiaba,PE,Nordeste,2025,19996,9,1,0,0,4.5,5.0,0.0,0.0,37.34,Moderada
2601201,260120,Arcoverde,PE,Nordeste,2025,82487,31,4,4,2,3.76,4.85,4.85,2.42,46.85,Moderada
2601300,260130,Barra de Guabiraba,PE,Nordeste,2025,12601,9,1,1,1,7.14,7.94,7.94,7.94,11.85,Baixa
2601409,260140,Barreiros,PE,Nordeste,2025,42083,17,1,1,1,4.04,2.38,2.38,2.38,48.36,Moderada
2601706,260170,Belo Jardim,PE,Nordeste,2025,84033,30,2,2,2,3.57,2.38,2.38,2.38,54.22,Alta
2601508,260150,Belém de Maria,PE,Nordeste,2025,10798,7,1,0,1,6.48,9.26,0.0,9.26,13.15,Baixa
2601607,260160,Belém do São Francisco,PE,Nordeste,2025,18648,12,1,1,1,6.44,5.36,5.36,5.36,18.39,Baixa
2601805,260180,Betânia,PE,Nordeste,2025,11961,13,1,1,1,10.87,8.36,8.36,8.36,6.83,Baixa
2601904,260190,Bezerros,PE,Nordeste,2025,65007,23,2,2,2,3.54,3.08,3.08,3.08,53.39,Alta
2602001,260200,Bodocó,PE,Nordeste,2025,36145,0,1,0,1,0.0,2.77,0.0,2.77,80.05,Muito alta
2602100,260210,Bom Conselho,PE,Nordeste,2025,46202,17,1,1,1,3.68,2.16,2.16,2.16,53.15,Alta
2602209,260220,Bom Jardim,PE,Nordeste,2025,39289,15,1,1,1,3.82,2.55,2.55,2.55,50.64,Alta
2602308,260230,Bonito,PE,Nordeste,2025,39212,15,1,1,1,3.83,2.55,2.55,2.55,50.42,Alta
2602506,260250,Brejinho,PE,Nordeste,2025,8033,4,1,1,1,4.98,12.45,12.45,12.45,23.75,Baixa
2602605,260260,Brejo da Madre de Deus,PE,Nordeste,2025,51308,16,3,1,1,3.12,5.85,1.95,1.95,52.99,Alta
2602407,260240,Brejão,PE,Nordeste,2025,9417,7,1,1,1,7.43,10.62,10.62,10.62,8.79,Baixa
2602704,260270,Buenos Aires,PE,Nordeste,2025,13276,7,1,1,1,5.27,7.53,7.53,7.53,24.23,Baixa
2602803,260280,Buíque,PE,Nordeste,2025,53489,28,3,1,1,5.23,5.61,1.87,1.87,27.42,Moderada
2602902,260290,Cabo de Santo Agostinho,PE,Nordeste,2025,218049,53,9,9,5,2.43,4.13,4.13,2.29,63.81,Alta
2603009,260300,Cabrobó,PE,Nordeste,2025,31762,21,1,1,1,6.61,3.15,3.15,3.15,22.07,Baixa
2603108,260310,Cachoeirinha,PE,Nordeste,2025,20673,1,1,1,1,0.48,4.84,4.84,4.84,74.48,Alta
2603207,260320,Caetés,PE,Nordeste,2025,30571,14,1,1,1,4.58,3.27,3.27,3.27,39.81,Moderada
2603405,260340,Calumbi,PE,Nordeste,2025,5354,4,1,0,1,7.47,18.68,0.0,18.68,6.13,Baixa
2603306,260330,Calçado,PE,Nordeste,2025,11453,5,1,0,1,4.37,8.73,0.0,8.73,33.92,Moderada
2603454,260345,Camaragibe,PE,Nordeste,2025,156112,47,14,1,0,3.01,8.97,0.64,0.0,50.64,Alta
2603504,260350,Camocim de São Félix,PE,Nordeste,2025,18018,6,1,1,1,3.33,5.55,5.55,5.55,51.1,Alta
2603603,260360,Camutanga,PE,Nordeste,2025,7962,5,1,0,1,6.28,12.56,0.0,12.56,12.44,Baixa
2603702,260370,Canhotinho,PE,Nordeste,2025,25103,14,1,1,1,5.58,3.98,3.98,3.98,27.34,Moderada
2603801,260380,Capoeiras,PE,Nordeste,2025,18854,12,1,0,1,6.36,5.3,0.0,5.3,18.99,Baixa
2603926,260392,Carnaubeira da Penha,PE,Nordeste,2025,12712,7,1,1,1,5.51,7.87,7.87,7.87,21.75,Baixa
2603900,260390,Carnaíba,PE,Nordeste,2025,19533,11,1,1,1,5.63,5.12,5.12,5.12,24.54,Baixa
2604007,260400,Carpina,PE,Nordeste,2025,83482,28,3,2,2,3.35,3.59,2.4,2.4,54.68,Alta
2604106,260410,Caruaru,PE,Nordeste,2025,405408,75,20,15,4,1.85,4.93,3.7,0.99,67.53,Alta
2604155,260415,Casinhas,PE,Nordeste,2025,13468,8,1,1,1,5.94,7.43,7.43,7.43,18.38,Baixa
2604205,260420,Catende,PE,Nordeste,2025,33086,16,1,0,1,4.84,3.02,0.0,3.02,36.99,Moderada
2604304,260430,Cedro,PE,Nordeste,2025,10843,6,1,0,1,5.53,9.22,0.0,9.22,20.07,Baixa
2604502,260450,Chã Grande,PE,Nordeste,2025,21258,9,1,1,1,4.23,4.7,4.7,4.7,41.43,Moderada
2604403,260440,Chã de Alegria,PE,Nordeste,2025,13496,9,1,0,1,6.67,7.41,0.0,7.41,14.18,Baixa
2604601,260460,Condado,PE,Nordeste,2025,25416,14,1,1,1,5.51,3.93,3.93,3.93,28.14,Moderada
2604700,260470,Correntes,PE,Nordeste,2025,17670,10,1,1,1,5.66,5.66,5.66,5.66,23.2,Baixa
2604809,260480,Cortês,PE,Nordeste,2025,10426,8,1,1,1,7.67,9.59,9.59,9.59,8.69,Baixa
2604908,260490,Cumaru,PE,Nordeste,2025,16215,12,1,1,1,7.4,6.17,6.17,6.17,13.54,Baixa
2605004,260500,Cupira,PE,Nordeste,2025,24343,10,1,1,1,4.11,4.11,4.11,4.11,43.97,Moderada
2605103,260510,Custódia,PE,Nordeste,2025,39609,20,2,2,2,5.05,5.05,5.05,5.05,30.44,Moderada
2605152,260515,Dormentes,PE,Nordeste,2025,17850,8,2,2,1,4.48,11.2,11.2,5.6,30.5,Moderada
2605202,260520,Escada,PE,Nordeste,2025,62174,10,3,3,3,1.61,4.83,4.83,4.83,69.56,Alta
2605301,260530,Exu,PE,Nordeste,2025,33486,14,1,1,1,4.18,2.99,2.99,2.99,45.53,Moderada
2605400,260540,Feira Nova,PE,Nordeste,2025,22222,13,1,1,1,5.85,4.5,4.5,4.5,23.88,Baixa
2605459,260545,Fernando de Noronha,PE,Nordeste,2025,3341,3,1,0,0,8.98,29.93,0.0,0.0,2.79,Baixa
2605509,260550,Ferreiros,PE,Nordeste,2025,15955,6,0,0,0,3.76,0.0,0.0,0.0,70.88,Alta
2605608,260560,Flores,PE,Nordeste,2025,20776,10,1,1,1,4.81,4.81,4.81,4.81,33.61,Moderada
2605707,260570,Floresta,PE,Nordeste,2025,31702,11,1,1,1,3.47,3.15,3.15,3.15,54.24,Alta
2605806,260580,Frei Miguelinho,PE,Nordeste,2025,14055,11,1,0,1,7.83,7.11,0.0,7.11,11.26,Baixa
2605905,260590,Gameleira,PE,Nordeste,2025,17583,4,1,0,1,2.27,5.69,0.0,5.69,62.63,Alta
2606002,260600,Garanhuns,PE,Nordeste,2025,151803,49,7,6,4,3.23,4.61,3.95,2.63,54.15,Alta
2606101,260610,Glória do Goitá,PE,Nordeste,2025,30420,12,1,1,1,3.94,3.29,3.29,3.29,47.66,Moderada
2606200,260620,Goiana,PE,Nordeste,2025,85497,30,4,2,3,3.51,4.68,2.34,3.51,50.6,Alta
2606309,260630,Granito,PE,Nordeste,2025,7217,6,1,0,1,8.31,13.86,0.0,13.86,6.0,Baixa
2606408,260640,Gravatá,PE,Nordeste,2025,92429,24,2,1,1,2.6,2.16,1.08,1.08,66.18,Alta
2606507,260650,Iati,PE,Nordeste,2025,17570,11,1,1,1,6.26,5.69,5.69,5.69,18.72,Baixa
2606606,260660,Ibimirim,PE,Nordeste,2025,28825,13,1,0,1,4.51,3.47,0.0,3.47,40.25,Moderada
2606705,260670,Ibirajuba,PE,Nordeste,2025,7334,4,1,0,1,5.45,13.64,0.0,13.64,18.61,Baixa
2606804,260680,Igarassu,PE,Nordeste,2025,123017,39,3,1,1,3.17,2.44,0.81,0.81,59.26,Alta
2606903,260690,Iguaracy,PE,Nordeste,2025,11347,5,1,1,0,4.41,8.81,8.81,0.0,33.29,Moderada
2607604,260760,Ilha de Itamaracá,PE,Nordeste,2025,25658,13,1,0,0,5.07,3.9,0.0,0.0,32.54,Moderada
2607000,260700,Inajá,PE,Nordeste,2025,27758,9,1,0,1,3.24,3.6,0.0,3.6,56.05,Alta
2607109,260710,Ingazeira,PE,Nordeste,2025,4975,3,1,0,0,6.03,20.1,0.0,0.0,12.25,Baixa
2607208,260720,Ipojuca,PE,Nordeste,2025,106539,30,2,2,1,2.82,1.88,1.88,0.94,63.92,Alta
2607307,260730,Ipubi,PE,Nordeste,2025,30720,11,3,0,2,3.58,9.77,0.0,6.51,42.57,Moderada
2607406,260740,Itacuruba,PE,Nordeste,2025,4491,3,1,0,0,6.68,22.27,0.0,0.0,8.3,Baixa
2607653,260765,Itambé,PE,Nordeste,2025,36652,16,1,1,1,4.37,2.73,2.73,2.73,43.56,Moderada
2607703,260770,Itapetim,PE,Nordeste,2025,14236,7,1,1,1,4.92,7.02,7.02,7.02,28.74,Moderada
2607752,260775,Itapissuma,PE,Nordeste,2025,29669,12,1,0,0,4.04,3.37,0.0,0.0,46.4,Moderada
2607802,260780,Itaquitinga,PE,Nordeste,2025,17142,12,1,0,1,7.0,5.83,0.0,5.83,15.08,Baixa
2607505,260750,Itaíba,PE,Nordeste,2025,33995,11,1,1,1,3.24,2.94,2.94,2.94,57.43,Alta
2607901,260790,Jaboatão dos Guararapes,PE,Nordeste,2025,684293,134,8,7,5,1.96,1.17,1.02,0.73,73.63,Alta
2607950,260795,Jaqueira,PE,Nordeste,2025,10440,7,1,1,1,6.7,9.58,9.58,9.58,11.67,Baixa
2608008,260800,Jataúba,PE,Nordeste,2025,16328,9,1,0,1,5.51,6.12,0.0,6.12,23.91,Baixa
2608057,260805,Jatobá,PE,Nordeste,2025,14477,6,1,1,1,4.14,6.91,6.91,6.91,38.98,Moderada
2608206,260820,Joaquim Nabuco,PE,Nordeste,2025,13416,9,1,1,1,6.71,7.45,7.45,7.45,13.92,Baixa
2608107,260810,João Alfredo,PE,Nordeste,2025,28842,15,1,1,1,5.2,3.47,3.47,3.47,32.13,Moderada
2608255,260825,Jucati,PE,Nordeste,2025,12023,8,1,0,1,6.65,8.32,0.0,8.32,13.49,Baixa
2608305,260830,Jupi,PE,Nordeste,2025,16022,9,1,1,1,5.62,6.24,6.24,6.24,22.71,Baixa
2608404,260840,Jurema,PE,Nordeste,2025,14002,8,1,0,1,5.71,7.14,0.0,7.14,20.48,Baixa
2608750,260875,Lagoa Grande,PE,Nordeste,2025,24951,10,1,1,1,4.01,4.01,4.01,4.01,45.47,Moderada
2608503,260850,Lagoa de Itaenga,PE,Nordeste,2025,19863,10,1,1,1,5.03,5.03,5.03,5.03,30.67,Moderada
2608453,260845,Lagoa do Carro,PE,Nordeste,2025,18804,11,1,1,1,5.85,5.32,5.32,5.32,22.35,Baixa
2608602,260860,Lagoa do Ouro,PE,Nordeste,2025,12367,6,1,1,1,4.85,8.09,8.09,8.09,28.32,Moderada
2608701,260870,Lagoa dos Gatos,PE,Nordeste,2025,14333,7,1,1,1,4.88,6.98,6.98,6.98,29.31,Moderada
2608800,260880,Lajedo,PE,Nordeste,2025,41960,17,1,1,1,4.05,2.38,2.38,2.38,48.2,Moderada
2608909,260890,Limoeiro,PE,Nordeste,2025,59236,21,2,2,2,3.55,3.38,3.38,3.38,52.75,Alta
2609006,260900,Macaparana,PE,Nordeste,2025,24642,13,1,1,1,5.28,4.06,4.06,4.06,30.02,Moderada
2609105,260910,Machados,PE,Nordeste,2025,11387,8,1,1,1,7.03,8.78,8.78,8.78,11.49,Baixa
2609154,260915,Manari,PE,Nordeste,2025,27046,9,1,0,1,3.33,3.7,0.0,3.7,54.87,Alta
2609204,260920,Maraial,PE,Nordeste,2025,9322,5,1,0,1,5.36,10.73,0.0,10.73,20.48,Baixa
2609303,260930,Mirandiba,PE,Nordeste,2025,14605,8,1,1,1,5.48,6.85,6.85,6.85,23.46,Baixa
2614303,261430,Moreilândia,PE,Nordeste,2025,10839,5,1,0,1,4.61,9.23,0.0,9.23,30.21,Moderada
2609402,260940,Moreno,PE,Nordeste,2025,57654,17,1,1,1,2.95,1.73,1.73,1.73,62.81,Alta
2609501,260950,Nazaré da Mata,PE,Nordeste,2025,32187,16,1,1,1,4.97,3.11,3.11,3.11,35.19,Moderada
2609600,260960,Olinda,PE,Nordeste,2025,364717,52,6,4,1,1.43,1.65,1.1,0.27,76.74,Muito alta
2609709,260970,Orobó,PE,Nordeste,2025,22412,11,1,1,1,4.91,4.46,4.46,4.46,33.22,Moderada
2609808,260980,Orocó,PE,Nordeste,2025,14129,10,1,1,1,7.08,7.08,7.08,7.08,12.96,Baixa
2609907,260990,Ouricuri,PE,Nordeste,2025,68489,27,2,2,1,3.94,2.92,2.92,1.46,48.44,Moderada
2610004,261000,Palmares,PE,Nordeste,2025,56475,32,4,3,3,5.67,7.08,5.31,5.31,21.02,Baixa
2610103,261010,Palmeirina,PE,Nordeste,2025,7104,5,1,0,1,7.04,14.08,0.0,14.08,8.47,Baixa
2610202,261020,Panelas,PE,Nordeste,2025,23337,16,1,1,1,6.86,4.29,4.29,4.29,18.53,Baixa
2610301,261030,Paranatama,PE,Nordeste,2025,12778,7,1,1,1,5.48,7.83,7.83,7.83,22.01,Baixa
2610400,261040,Parnamirim,PE,Nordeste,2025,18960,16,1,1,1,8.44,5.27,5.27,5.27,13.35,Baixa
2610509,261050,Passira,PE,Nordeste,2025,29744,19,1,1,1,6.39,3.36,3.36,3.36,22.66,Baixa
2610608,261060,Paudalho,PE,Nordeste,2025,59924,24,1,1,1,4.01,1.67,1.67,1.67,49.89,Moderada
2610707,261070,Paulista,PE,Nordeste,2025,365144,62,5,3,1,1.7,1.37,0.82,0.27,75.21,Muito alta
2610806,261080,Pedra,PE,Nordeste,2025,23671,12,1,1,1,5.07,4.22,4.22,4.22,31.66,Moderada
2610905,261090,Pesqueira,PE,Nordeste,2025,65481,19,2,2,2,2.9,3.05,3.05,3.05,60.91,Alta
2611101,261110,Petrolina,PE,Nordeste,2025,418444,62,15,14,5,1.48,3.58,3.35,1.19,72.9,Alta
2611002,261100,Petrolândia,PE,Nordeste,2025,36104,14,2,2,2,3.88,5.54,5.54,5.54,43.9,Moderada
2611309,261130,Pombos,PE,Nordeste,2025,26942,15,1,1,1,5.57,3.71,3.71,3.71,28.0,Moderada
2611200,261120,Poção,PE,Nordeste,2025,10792,6,1,0,1,5.56,9.27,0.0,9.27,19.74,Baixa
2611408,261140,Primavera,PE,Nordeste,2025,14380,6,1,0,1,4.17,6.95,0.0,6.95,38.49,Moderada
2611507,261150,Quipapá,PE,Nordeste,2025,17731,13,1,1,1,7.33,5.64,5.64,5.64,14.45,Baixa
2611533,261153,Quixaba,PE,Nordeste,2025,6753,4,1,0,1,5.92,14.81,0.0,14.81,14.09,Baixa
2611606,261160,Recife,PE,Nordeste,2025,1588376,180,89,69,16,1.13,5.6,4.34,1.01,70.67,Alta
2611705,261170,Riacho das Almas,PE,Nordeste,2025,21490,10,1,1,1,4.65,4.65,4.65,4.65,36.09,Moderada
2611804,261180,Ribeirão,PE,Nordeste,2025,33843,12,1,0,1,3.55,2.95,0.0,2.95,53.56,Alta
2611903,261190,Rio Formoso,PE,Nordeste,2025,20388,12,1,1,1,5.89,4.9,4.9,4.9,22.92,Baixa
2612000,261200,Sairé,PE,Nordeste,2025,11213,6,2,2,1,5.35,17.84,17.84,8.92,18.35,Baixa
2612109,261210,Salgadinho,PE,Nordeste,2025,5478,8,1,0,0,14.6,18.25,0.0,0.0,1.54,Baixa
2612208,261220,Salgueiro,PE,Nordeste,2025,65946,22,3,2,2,3.34,4.55,3.03,3.03,52.97,Alta
2612307,261230,Saloá,PE,Nordeste,2025,14125,9,1,1,1,6.37,7.08,7.08,7.08,16.02,Baixa
2612406,261240,Sanharó,PE,Nordeste,2025,18812,11,1,0,1,5.85,5.32,0.0,5.32,22.46,Baixa
2612455,261245,Santa Cruz,PE,Nordeste,2025,14342,7,1,0,1,4.88,6.97,0.0,6.97,29.36,Moderada
2612471,261247,Santa Cruz da Baixa Verde,PE,Nordeste,2025,11934,6,1,1,1,5.03,8.38,8.38,8.38,25.95,Moderada
2612505,261250,Santa Cruz do Capibaribe,PE,Nordeste,2025,104854,27,1,1,1,2.58,0.95,0.95,0.95,67.91,Alta
2612554,261255,Santa Filomena,PE,Nordeste,2025,12360,8,1,0,1,6.47,8.09,0.0,8.09,14.4,Baixa
2612604,261260,Santa Maria da Boa Vista,PE,Nordeste,2025,42782,15,1,1,1,3.51,2.34,2.34,2.34,55.25,Alta
2612703,261270,Santa Maria do Cambucá,PE,Nordeste,2025,14586,8,1,0,0,5.48,6.86,0.0,0.0,23.33,Baixa
2612802,261280,Santa Terezinha,PE,Nordeste,2025,10487,6,1,0,1,5.72,9.54,0.0,9.54,17.81,Baixa
2613909,261390,Serra Talhada,PE,Nordeste,2025,98816,26,8,6,4,2.63,8.1,6.07,4.05,55.76,Alta
2614006,261400,Serrita,PE,Nordeste,2025,18764,10,1,1,1,5.33,5.33,5.33,5.33,27.13,Moderada
2614105,261410,Sertânia,PE,Nordeste,2025,34271,18,2,2,2,5.25,5.84,5.84,5.84,26.74,Moderada
2614204,261420,Sirinhaém,PE,Nordeste,2025,39171,17,1,1,1,4.34,2.55,2.55,2.55,44.27,Moderada
2614402,261440,Solidão,PE,Nordeste,2025,5386,3,1,1,1,5.57,18.57,18.57,18.57,16.1,Baixa
2614501,261450,Surubim,PE,Nordeste,2025,67821,20,1,1,1,2.95,1.47,1.47,1.47,63.12,Alta
2612901,261290,São Benedito do Sul,PE,Nordeste,2025,13456,3,1,0,1,2.23,7.43,0.0,7.43,60.4,Alta
2613008,261300,São Bento do Una,PE,Nordeste,2025,51165,15,1,1,1,2.93,1.95,1.95,1.95,62.6,Alta
2613107,261310,São Caitano,PE,Nordeste,2025,39243,15,1,1,1,3.82,2.55,2.55,2.55,50.52,Alta
2613305,261330,São Joaquim do Monte,PE,Nordeste,2025,20438,12,1,1,1,5.87,4.89,4.89,4.89,23.01,Baixa
2613404,261340,São José da Coroa Grande,PE,Nordeste,2025,19511,11,1,1,1,5.64,5.13,5.13,5.13,24.5,Baixa
2613503,261350,São José do Belmonte,PE,Nordeste,2025,36890,14,1,1,1,3.8,2.71,2.71,2.71,50.66,Alta
2613602,261360,São José do Egito,PE,Nordeste,2025,32508,18,2,2,1,5.54,6.15,6.15,3.08,23.6,Baixa
2613206,261320,São João,PE,Nordeste,2025,24895,15,1,1,1,6.03,4.02,4.02,4.02,23.65,Baixa
2613701,261370,São Lourenço da Mata,PE,Nordeste,2025,118258,40,1,1,1,3.38,0.85,0.85,0.85,58.68,Alta
2613800,261380,São Vicente Férrer,PE,Nordeste,2025,17177,10,1,1,1,5.82,5.82,5.82,5.82,21.47,Baixa
2614600,261460,Tabira,PE,Nordeste,2025,29180,14,2,2,2,4.8,6.85,6.85,6.85,30.61,Moderada
2614709,261470,Tacaimbó,PE,Nordeste,2025,14330,9,0,0,0,6.28,0.0,0.0,0.0,44.47,Moderada
2614808,261480,Tacaratu,PE,Nordeste,2025,24898,8,1,0,1,3.21,4.02,0.0,4.02,55.51,Alta
2614857,261485,Tamandaré,PE,Nordeste,2025,24670,12,1,1,1,4.86,4.05,4.05,4.05,34.45,Moderada
2615003,261500,Taquaritinga do Norte,PE,Nordeste,2025,25511,11,1,1,1,4.31,3.92,3.92,3.92,41.97,Moderada
